0201000912Srikakulam                  
0204608912   909935   704730
0204609912    16095    11330
0204610912    21530    17735
0204611912    11555     8075
0204612912     2270     1460
0204613912    25225    13200
0204614912     5490     2800
0204615912    17360    10935
0204616912     3310     2605
0204617912      830      555
0204618912     9820     8550
0204619912    66155    59575
0204620912  1142180   881445
0204621912   513375   434920
0204622912   449490   359875
0204623912    10300     6940
0204624912     8270     4905
0204625912    14195     4970
0204626912      785      415
0204627912    95475    33735
0204628912    50290    35685
0204630912   678985   596015
0204631912    15705    10780
0204632912      740      560
0204633912    23340    19030
0204634912   377575   224580
0204635912     4265      985
0204636912    41570    29495
0204640912   191605   170505
0204641912   248830   190900
0204642912    65880    60665
0204643912    21385    17890
0204644912   520870   374810
0204645912      745      500
0204646912     8090     6750
0204647912    34175    21120
0204648912      175      115
0204649912    50425    38190
0204650912  1007820   784715
0204651912   822515   699635
0204652912   156650    62205
0204653912    28655    22875
0204654912   175680   143470
0204655912   596320   457910
0204656912   206865   161005
0204657912    28955    22330
0204660912      475      455
0204661912   496225   389125
0204662912   352710   286360
0204663912    75475    48540
0204664912    43060    31790
0204665912    11155     7730
0204666912    20790    15440
0204667912     7930     5275
0204670912  1007830   784725
0204671912   394545   247505
0204672912   202580    88040
0204681912   414890   373005
0204682912   235140   101630
0204683912   211950   176025
0204684912    47960    45955
0204685912    75680    74310
0204686912    22210    13800
0204687912   236285   140225
0204688912   771545   644500
0204689912    61375    13150
0204690912    56080    52445
0204691912      405      300
0204692912      515      255
0204693912     5910     1810
0204694912    94860    32625
0204695912   793880   677655
0204696912     3725     3225
0204697912    39055     4910
0204698912    13130    11275
0204699912      270      225
0205000912West Godavari               
0205100912  3517568  2789015  1764091  1399926
0205111912  1460792  1222112  1016927   826323
0205112912  1026181   961597   663030   620389
0205113912   219955   211432   202224   194171
0205114912   806226   750165   460806   426218
0205115912    32253    25391    18401    15024
0205116912   402358   235124   335496   190910
0205117912    25400    22866    22232    19911
0205118912     2899     2499     2118     1730
0205119912    74571    39079    65803    33512
0205120912    14704     6332    13265     6137
0205121912   107076    56012    93337    46796
0205122912    38834    17631    38201    17350
0205123912   138874    90705   100540    65474
0205124912    63919    59476     6555     5829
0205125912  1992857  1507427   740609   567774
0205126912  1524711  1281588  1023482   832152
0205139912  2056776  1566903   747164   573603
0205140912  1584065  1159169   888381   654450
0205141912   184790   143670    97430    76050
0205142912   296703   224350   157079   119750
0205143912   230228   167950   122830    90560
0205144912   180975   128149    98696    70580
0205145912   147007   103870    78373    56010
0205146912   118172    83290    67560    47770
0205147912   343450   246650   212633   152850
0205148912    71520    52830    47960    36560
0205149912    11220     8410     5820     4320
0205151912  1115918   784869   643329   457010
0205152912   520794   327244   339027   218090
0205153912   329678   193064   228147   137550
0205154912    82292    41390    63676    33120
0205155912    80242    39670    61976    31580
0205156912    70472    34180    52986    26460
0205160912   371530   303460   187950   153610
0205161912   441619   356841   219234   175773
0205162912   406885   318799   207031   162239
0205163912   351133   270920   177795   138530
0205164912   317171   243584   153034   117428
0205165912   300305   234800   142741   112240
0205166912   248916   194651   127557    99594
0205167912   234943   184851   120376    93961
0205168912   191446   151607   102341    81030
0205169912   161142   128890    80370    63950
0205170912   149730   120470    76660    62070
0205171912    92193    74622    43382    35061
0205172912   111175    91440    57110    47790
0205173912    45690    37870    21730    18070
0205174912    48220    39880    24760    20840
0205175912    12180     9700     5900     4780
0205176912    15348    12856     7281     6168
0205177912     2303     1758     1113      841
0205178912     2658     2132     1044      852
0205179912      931      744      452      399
0205180912    12050     9140     6230     4700
0205181912     8360     7100     4490     3920
0205182912   206213   152860   111209    83540
0205183912   201898   144360   109080    78960
0205184912   155773   107239    86704    60660
0205185912   121647    82550    65863    45270
0205186912    96122    65070    56040    38130
0205187912   272375   187520   172713   119080
0205188912    51480    36830    36120    26690
0205189912     2050     1340     1110      760
0205190912   263350   210580   130040   103320
0205192912     2300     1530     1170      800
0205193912    83240    53200    49390    32580
0205194912    76248    46824    49164    31830
0205195912    48289    27450    32193    19500
0205196912    32830    18060    23670    13470
0205197912    77601    41330    64340    35030
0205198912     8680     4460     7930     4200
0205199912      490      210      290      140
